incident_id,date,system_affected,attack_type,severity,resolution_time_hours,status,reported_by,region
INC13132,2024-06-19,IoT Device,Man-in-the-Middle,Medium,51.3,Closed,SOC Analyst,North America
INC13133,2024-09-03,User Device,Privilege Escalation,Medium,19.2,Closed,End User,North America
INC13134,2024-12-12,Email Server,Password Attack,High,57.0,Closed,SOC Analyst,Oceania
INC13135,2024-12-03,Web Server,Password Attack,Medium,65.1,Closed,IT Admin,Africa
INC13136,2025-06-13,Web Server,Man-in-the-Middle,Medium,,Open,SOC Analyst,Africa
INC13137,2025-05-14,Application Server,Zero-Day,Critical,,Open,End User,North America
INC13138,2024-11-10,Firewall,Insider Threat,Medium,,Open,IT Admin,Europe
INC13139,2025-01-01,Web Server,Password Attack,Low,29.4,Closed,IT Admin,North America
INC13140,2025-04-13,Firewall,Password Attack,Medium,38.3,Closed,End User,Europe
INC13141,2025-05-18,IoT Device,SQL Injection,Medium,,Closed,End User,Asia
INC13142,2025-01-28,Cloud Storage,DDoS,Medium,5.1,Closed,IT Admin,Asia
INC13143,2024-12-28,VPN Gateway,Privilege Escalation,High,33.4,Closed,SOC Analyst,Europe
INC13144,2024-07-11,IoT Device,DDoS,Medium,8.2,Closed,External Auditor,North America
INC13145,2024-09-30,Email Server,Privilege Escalation,Low,62.3,Closed,SOC Analyst,South America
INC13146,2025-01-29,Firewall,Man-in-the-Middle,Medium,,Open,Security Manager,Europe
INC13147,2024-08-11,Web Server,Ransomware,Medium,,Open,Security Manager,Asia
INC13148,2025-04-17,Application Server,Password Attack,High,61.6,Closed,Security Manager,Europe
INC13149,2025-03-13,VPN Gateway,Insider Threat,High,,Closed,Security Manager,Europe
INC13150,2024-11-06,VPN Gateway,Man-in-the-Middle,Medium,51.1,Closed,Security Manager,Oceania
INC13151,2025-01-01,IoT Device,Zero-Day,Critical,,Open,SOC Analyst,Asia
INC13152,2024-07-14,VPN Gateway,Phishing,Medium,64.0,Closed,SOC Analyst,North America
INC13153,2024-08-16,Email Server,Password Attack,Critical,,Closed,End User,Africa
INC13154,2024-07-15,Firewall,Insider Threat,High,,Open,End User,North America
INC13155,2024-10-27,Web Server,DDoS,Low,47.5,Closed,End User,Oceania
INC13156,2024-12-11,Email Server,Insider Threat,Medium,,Open,Security Manager,Africa
INC13157,2024-07-05,Firewall,SQL Injection,Critical,,Open,IT Admin,Europe
INC13158,2024-09-09,Firewall,Zero-Day,High,60.0,Closed,IT Admin,North America
INC13159,2025-03-16,VPN Gateway,Ransomware,Low,56.8,Closed,End User,Asia
INC13160,2024-09-11,Workstation,Phishing,Low,2.8,Closed,End User,Europe
INC13161,2025-01-16,Workstation,SQL Injection,Medium,,Open,IT Admin,South America
INC13162,2024-08-13,Email Server,Man-in-the-Middle,Critical,,Closed,IT Admin,South America
INC13163,2025-03-20,Workstation,Ransomware,Medium,,Open,IT Admin,Oceania
INC13164,2025-06-08,Workstation,Man-in-the-Middle,Low,20.4,Closed,IT Admin,South America
INC13165,2024-12-04,Email Server,Man-in-the-Middle,Medium,25.6,Closed,End User,Africa
INC13166,2024-08-13,Workstation,Man-in-the-Middle,High,13.4,Closed,Security Manager,Asia
INC13167,2024-08-27,Cloud Storage,Password Attack,Medium,40.6,Closed,Security Manager,Oceania
INC13168,2024-07-06,IoT Device,SQL Injection,High,,Open,SOC Analyst,North America
INC13169,2024-10-02,VPN Gateway,Malware,High,,Closed,IT Admin,Europe
INC13170,2024-12-29,IoT Device,Malware,Medium,16.9,Closed,SOC Analyst,Africa
INC13171,2025-03-16,Workstation,SQL Injection,Critical,63.3,Closed,End User,Africa
INC13172,2025-01-05,Cloud Storage,Insider Threat,Low,,Open,Security Manager,Oceania
INC13173,2024-11-18,Web Server,DDoS,Medium,36.6,Closed,IT Admin,Asia
INC13174,2025-01-09,Database,Ransomware,Critical,42.7,Closed,SOC Analyst,Europe
INC13175,2024-10-26,Firewall,SQL Injection,Medium,60.5,Closed,Security Manager,Africa
INC13176,2024-07-17,Workstation,Privilege Escalation,Medium,55.8,Closed,End User,Oceania
INC13177,2025-01-17,Email Server,Insider Threat,Low,21.4,Closed,End User,Europe
INC13178,2024-11-05,Web Server,Password Attack,High,58.8,Closed,End User,Africa
INC13179,2025-01-18,Database,Password Attack,Medium,,Open,External Auditor,North America
INC13180,2024-12-26,Web Server,DDoS,High,,Closed,External Auditor,Asia
INC13181,2025-05-15,User Device,Password Attack,Medium,41.4,Closed,Security Manager,South America
INC13182,2024-09-28,Database,Malware,Medium,24.1,Closed,SOC Analyst,Oceania
INC13183,2024-09-24,IoT Device,Malware,High,,Open,External Auditor,South America
INC13184,2024-11-14,IoT Device,Privilege Escalation,Medium,,Open,End User,South America
INC13185,2025-01-27,User Device,Phishing,Medium,,Closed,External Auditor,Oceania
INC13186,2024-11-12,IoT Device,Phishing,Low,2.9,Closed,IT Admin,South America
INC13187,2024-10-07,User Device,DDoS,Medium,42.1,Closed,External Auditor,Europe
INC13188,2025-01-11,Email Server,Zero-Day,Low,44.1,Closed,External Auditor,Asia
INC13189,2024-10-27,Application Server,DDoS,High,57.3,Closed,End User,Asia
INC13190,2025-05-10,Application Server,Insider Threat,Critical,46.6,Closed,External Auditor,Africa
INC13191,2025-02-19,VPN Gateway,DDoS,Low,24.1,Closed,IT Admin,North America
INC13192,2025-01-30,Firewall,Phishing,High,,Open,SOC Analyst,Asia
INC13193,2025-04-08,Cloud Storage,Ransomware,Low,36.6,Closed,External Auditor,Africa
INC13194,2024-07-26,VPN Gateway,DDoS,Critical,67.8,Closed,End User,South America
INC13195,2024-08-01,User Device,Password Attack,Low,68.3,Closed,Security Manager,South America
INC13196,2025-06-03,Application Server,Phishing,Low,61.8,Closed,End User,South America
INC13197,2024-12-14,IoT Device,Privilege Escalation,High,51.8,Closed,External Auditor,Europe
INC13198,2024-08-31,Database,Man-in-the-Middle,Medium,,Open,SOC Analyst,Africa
INC13199,2025-02-08,Web Server,Password Attack,Medium,71.2,Closed,End User,South America
INC13200,2024-12-17,Email Server,Privilege Escalation,Medium,51.2,Closed,External Auditor,Africa
INC13201,2025-03-11,Application Server,Man-in-the-Middle,High,,Closed,External Auditor,Europe
INC13202,2025-05-24,VPN Gateway,Insider Threat,Critical,11.6,Closed,SOC Analyst,Asia
INC13203,2025-02-10,Email Server,Insider Threat,Medium,,Closed,End User,Asia
INC13204,2025-04-15,Database,Malware,Critical,18.0,Closed,External Auditor,Asia
INC13205,2024-08-08,Cloud Storage,DDoS,High,,Open,Security Manager,Africa
INC13206,2025-01-12,User Device,Password Attack,High,,Closed,SOC Analyst,North America
INC13207,2025-02-16,Workstation,DDoS,Low,,Open,End User,Oceania
INC13208,2025-06-06,Workstation,SQL Injection,High,53.9,Closed,End User,South America
INC13209,2024-06-21,Database,Phishing,High,48.2,Closed,Security Manager,Europe
INC13210,2025-06-02,User Device,Phishing,Low,9.9,Closed,SOC Analyst,North America
INC13211,2025-02-07,Database,DDoS,Low,37.7,Closed,External Auditor,South America
INC13212,2024-07-01,Web Server,SQL Injection,High,29.5,Closed,IT Admin,Oceania
INC13213,2025-03-28,Application Server,Phishing,Medium,68.5,Closed,SOC Analyst,North America
INC13214,2025-04-26,IoT Device,Man-in-the-Middle,High,25.5,Closed,Security Manager,North America
INC13215,2024-10-11,Email Server,Man-in-the-Middle,Medium,11.5,Closed,SOC Analyst,Europe
INC13216,2024-12-08,Database,DDoS,Low,10.9,Closed,Security Manager,Africa
INC13217,2024-10-10,Cloud Storage,Phishing,High,,Open,SOC Analyst,Africa
INC13218,2024-06-30,Firewall,Phishing,Critical,,Open,External Auditor,Oceania
INC13219,2025-01-30,IoT Device,Password Attack,Critical,,Closed,End User,North America
INC13220,2025-06-14,Firewall,Password Attack,High,70.2,Closed,SOC Analyst,Oceania
INC13221,2024-09-08,User Device,Privilege Escalation,High,,Open,Security Manager,South America
INC13222,2025-01-24,IoT Device,SQL Injection,Medium,,Open,Security Manager,Africa
INC13223,2025-03-31,Cloud Storage,Privilege Escalation,High,7.8,Closed,SOC Analyst,South America
INC13224,2024-06-28,Workstation,Insider Threat,High,48.9,Closed,IT Admin,Europe
INC13225,2024-11-08,Cloud Storage,Ransomware,Critical,,Open,External Auditor,Africa
INC13226,2025-04-10,IoT Device,Zero-Day,High,,Open,Security Manager,South America
INC13227,2024-09-13,Email Server,SQL Injection,High,46.7,Closed,External Auditor,Asia
INC13228,2025-05-05,Cloud Storage,Insider Threat,Low,,Open,Security Manager,Europe
INC13229,2024-12-25,VPN Gateway,Password Attack,Medium,37.7,Closed,End User,Asia
INC13230,2025-03-22,Workstation,Phishing,Critical,71.1,Closed,SOC Analyst,South America
INC13231,2024-09-17,Firewall,Ransomware,Critical,,Closed,End User,Europe
INC13232,2025-04-21,Workstation,Zero-Day,Critical,18.6,Closed,External Auditor,North America
INC13233,2025-03-13,Email Server,Zero-Day,High,,Open,End User,Asia
INC13234,2025-01-16,Workstation,Phishing,Medium,,Open,SOC Analyst,Europe
INC13235,2025-02-10,Firewall,DDoS,Medium,69.1,Closed,End User,Africa
INC13236,2024-08-19,Email Server,Phishing,High,,Open,SOC Analyst,Oceania
INC13237,2025-02-05,Email Server,Insider Threat,Medium,61.7,Closed,Security Manager,North America
INC13238,2024-07-06,Firewall,Insider Threat,Low,31.1,Closed,IT Admin,Asia
INC13239,2024-08-02,User Device,Password Attack,High,,Open,External Auditor,Asia
INC13240,2024-07-03,Email Server,Privilege Escalation,High,62.8,Closed,SOC Analyst,Europe
INC13241,2024-06-27,Database,DDoS,High,,Open,IT Admin,Oceania
INC13242,2025-03-24,VPN Gateway,Privilege Escalation,High,,Open,External Auditor,South America
INC13243,2025-01-05,Email Server,Malware,Medium,,Open,Security Manager,Oceania
INC13244,2024-09-09,Web Server,Phishing,High,9.9,Closed,SOC Analyst,Asia
INC13245,2024-09-03,Firewall,Privilege Escalation,Low,,Open,IT Admin,North America
INC13246,2024-12-07,Workstation,Malware,Medium,,Open,SOC Analyst,Europe
INC13247,2025-05-07,Workstation,Privilege Escalation,High,67.7,Closed,External Auditor,North America
INC13248,2024-10-22,User Device,Ransomware,Critical,9.0,Closed,Security Manager,South America
INC13249,2024-07-11,Email Server,Password Attack,High,,Open,SOC Analyst,Africa
INC13250,2024-09-12,Application Server,Privilege Escalation,Medium,46.4,Closed,SOC Analyst,Africa
INC13251,2025-01-30,Firewall,Man-in-the-Middle,Medium,60.1,Closed,SOC Analyst,Europe
INC13252,2024-12-09,Firewall,Privilege Escalation,Critical,21.1,Closed,SOC Analyst,Oceania
INC13253,2024-07-21,Database,Man-in-the-Middle,Low,55.7,Closed,IT Admin,South America
INC13254,2025-01-30,Email Server,Privilege Escalation,High,57.8,Closed,Security Manager,Asia
INC13255,2024-11-09,Database,Ransomware,Medium,15.9,Closed,SOC Analyst,North America
INC13256,2024-12-15,IoT Device,Insider Threat,High,58.0,Closed,End User,Asia
INC13257,2024-08-18,Database,Zero-Day,Medium,68.4,Closed,External Auditor,Asia
INC13258,2024-12-25,VPN Gateway,Insider Threat,High,,Open,Security Manager,Europe
INC13259,2024-12-09,Firewall,Malware,High,20.6,Closed,IT Admin,Oceania
INC13260,2025-03-03,VPN Gateway,Ransomware,High,,Open,SOC Analyst,Oceania
INC13261,2025-02-02,Application Server,Zero-Day,Critical,,Open,IT Admin,Africa
INC13262,2024-09-07,Cloud Storage,Phishing,High,51.4,Closed,Security Manager,South America
INC13263,2024-09-02,Web Server,Password Attack,Medium,24.3,Closed,IT Admin,North America
INC13264,2024-10-18,Web Server,DDoS,High,65.3,Closed,IT Admin,North America
INC13265,2024-07-31,VPN Gateway,Man-in-the-Middle,Medium,,Open,Security Manager,Oceania
INC13266,2025-04-01,User Device,Zero-Day,Low,,Open,Security Manager,Asia
INC13267,2025-06-14,Web Server,Ransomware,Critical,,Closed,IT Admin,Europe
INC13268,2024-12-09,Workstation,Man-in-the-Middle,Critical,,Open,Security Manager,South America
INC13269,2025-03-30,Application Server,Ransomware,High,,Open,External Auditor,Europe
INC13270,2025-04-04,Firewall,Privilege Escalation,High,2.4,Closed,SOC Analyst,Asia
INC13271,2024-12-28,IoT Device,Password Attack,Low,16.9,Closed,External Auditor,Oceania
INC13272,2025-02-19,Database,Password Attack,Medium,69.7,Closed,SOC Analyst,North America
INC13273,2024-12-18,Database,Man-in-the-Middle,High,25.5,Closed,Security Manager,Africa
INC13274,2024-10-15,Email Server,DDoS,Critical,9.1,Closed,External Auditor,Africa
INC13275,2025-04-22,User Device,Man-in-the-Middle,Medium,64.2,Closed,External Auditor,Africa
INC13276,2024-12-30,Web Server,Phishing,Medium,,Open,External Auditor,Oceania
INC13277,2024-08-09,Database,Malware,High,,Open,SOC Analyst,Europe
INC13278,2024-11-26,Web Server,Privilege Escalation,Low,,Open,Security Manager,Asia
INC13279,2024-09-03,Cloud Storage,Malware,Low,,Open,SOC Analyst,South America
INC13280,2025-04-12,User Device,Phishing,Low,44.2,Closed,End User,Asia
INC13281,2024-11-11,IoT Device,Insider Threat,Medium,,Open,SOC Analyst,North America
INC13282,2025-03-30,Firewall,Malware,High,,Open,External Auditor,Oceania
INC13283,2024-07-27,User Device,Phishing,Low,62.0,Closed,SOC Analyst,North America
INC13284,2024-10-09,IoT Device,Malware,Medium,65.8,Closed,External Auditor,Europe
INC13285,2025-02-28,Application Server,Privilege Escalation,Medium,48.2,Closed,SOC Analyst,Europe
INC13286,2024-10-13,Firewall,Phishing,High,61.7,Closed,External Auditor,Africa
INC13287,2024-10-11,User Device,Phishing,Medium,55.8,Closed,SOC Analyst,Asia
INC13288,2025-01-27,Firewall,Phishing,Medium,,Closed,SOC Analyst,Oceania
INC13289,2024-11-11,VPN Gateway,Phishing,Low,63.9,Closed,IT Admin,Oceania
INC13290,2025-05-12,Web Server,Zero-Day,Medium,68.2,Closed,IT Admin,Asia
INC13291,2024-07-06,Workstation,DDoS,Critical,31.9,Closed,IT Admin,South America
INC13292,2024-12-22,Application Server,Man-in-the-Middle,Low,8.7,Closed,External Auditor,Europe
INC13293,2024-12-04,Workstation,DDoS,High,7.7,Closed,External Auditor,Asia
INC13294,2024-08-05,Cloud Storage,Malware,Medium,22.6,Closed,Security Manager,Asia
INC13295,2024-07-18,User Device,Password Attack,High,32.8,Closed,IT Admin,Africa
INC13296,2024-09-09,IoT Device,Ransomware,Medium,7.9,Closed,Security Manager,North America
INC13297,2025-03-19,VPN Gateway,Privilege Escalation,Medium,,Closed,IT Admin,South America
INC13298,2025-04-13,User Device,Malware,High,,Closed,End User,North America
INC13299,2024-11-01,Database,Insider Threat,Critical,59.7,Closed,IT Admin,Europe
INC13300,2025-04-19,VPN Gateway,Malware,Medium,,Closed,Security Manager,South America
INC13301,2025-01-07,Firewall,Phishing,High,,Open,End User,South America
INC13302,2025-05-20,Application Server,Password Attack,Medium,4.6,Closed,SOC Analyst,Asia
INC13303,2025-02-13,Web Server,DDoS,Medium,60.4,Closed,Security Manager,South America
INC13304,2024-07-19,IoT Device,Privilege Escalation,Medium,,Closed,External Auditor,Europe
INC13305,2025-01-29,Workstation,Phishing,Medium,,Open,External Auditor,Europe
INC13306,2025-04-14,Workstation,DDoS,Medium,4.9,Closed,End User,Asia
INC13307,2025-05-08,Web Server,Man-in-the-Middle,Medium,,Open,External Auditor,South America
INC13308,2024-08-12,Cloud Storage,Zero-Day,High,11.8,Closed,IT Admin,Oceania
INC13309,2025-02-21,Firewall,Malware,High,27.0,Closed,IT Admin,North America
INC13310,2025-03-22,VPN Gateway,SQL Injection,High,,Closed,End User,North America
INC13311,2024-06-20,Application Server,Password Attack,Medium,,Closed,IT Admin,Oceania
INC13312,2024-08-13,VPN Gateway,Zero-Day,High,12.6,Closed,SOC Analyst,South America
INC13313,2025-04-16,Cloud Storage,Privilege Escalation,Medium,,Open,External Auditor,South America
INC13314,2025-05-05,VPN Gateway,SQL Injection,Low,40.3,Closed,External Auditor,Europe
INC13315,2025-05-21,VPN Gateway,Privilege Escalation,Medium,52.9,Closed,IT Admin,North America
INC13316,2024-10-06,Application Server,Zero-Day,Medium,,Closed,Security Manager,Asia
INC13317,2024-09-19,Firewall,Zero-Day,Critical,,Closed,End User,Europe
INC13318,2025-05-19,Firewall,Zero-Day,Low,49.6,Closed,Security Manager,Asia
INC13319,2024-10-03,Database,Insider Threat,Medium,17.8,Closed,IT Admin,North America
INC13320,2024-09-14,Email Server,Zero-Day,Medium,41.5,Closed,Security Manager,South America
INC13321,2025-02-24,Workstation,Zero-Day,Medium,15.4,Closed,SOC Analyst,South America
INC13322,2024-09-04,Workstation,Malware,High,,Open,End User,South America
INC13323,2024-12-27,Cloud Storage,Phishing,Medium,,Open,SOC Analyst,Asia
INC13324,2024-10-22,Application Server,SQL Injection,Medium,28.1,Closed,External Auditor,South America
INC13325,2025-04-18,Workstation,DDoS,Low,14.9,Closed,End User,Europe
INC13326,2024-06-25,User Device,DDoS,High,,Closed,Security Manager,Africa
INC13327,2024-10-04,Cloud Storage,DDoS,Low,19.4,Closed,End User,Europe
INC13328,2025-01-28,Email Server,DDoS,Low,,Closed,IT Admin,Oceania
INC13329,2024-09-06,Cloud Storage,Man-in-the-Middle,Medium,,Open,Security Manager,Europe
INC13330,2025-03-26,Application Server,Privilege Escalation,Critical,,Open,Security Manager,North America
INC13331,2024-08-10,IoT Device,Ransomware,High,43.8,Closed,Security Manager,Asia
INC13332,2024-09-12,Application Server,Privilege Escalation,Critical,44.4,Closed,End User,Asia
INC13333,2025-02-16,Email Server,Man-in-the-Middle,High,,Closed,SOC Analyst,Africa
INC13334,2025-02-07,Web Server,Privilege Escalation,Low,7.2,Closed,Security Manager,Africa
INC13335,2025-06-07,Database,Zero-Day,Low,,Closed,End User,Africa
INC13336,2024-08-23,Workstation,Privilege Escalation,Medium,,Open,End User,Europe
INC13337,2024-07-03,Cloud Storage,DDoS,High,,Open,SOC Analyst,South America
INC13338,2024-11-17,User Device,DDoS,High,,Open,End User,Oceania
INC13339,2025-06-09,Cloud Storage,Man-in-the-Middle,High,,Open,External Auditor,South America
INC13340,2025-02-10,Cloud Storage,Password Attack,Medium,58.9,Closed,SOC Analyst,Asia
INC13341,2024-10-14,Email Server,SQL Injection,Medium,25.2,Closed,Security Manager,Asia
INC13342,2025-01-26,Cloud Storage,SQL Injection,Critical,,Open,External Auditor,Africa
INC13343,2024-10-21,IoT Device,Ransomware,High,,Open,Security Manager,North America
INC13344,2025-06-18,Workstation,Insider Threat,Low,,Open,End User,Oceania
INC13345,2025-03-27,Email Server,Insider Threat,Critical,,Open,IT Admin,Asia
INC13346,2024-10-13,Database,Ransomware,High,3.5,Closed,IT Admin,North America
INC13347,2024-11-28,Workstation,Phishing,Medium,70.5,Closed,SOC Analyst,Africa
INC13348,2024-07-22,Database,Zero-Day,High,64.2,Closed,Security Manager,South America
INC13349,2024-09-03,Firewall,Password Attack,Low,37.7,Closed,SOC Analyst,Oceania
INC13350,2024-07-18,Web Server,DDoS,High,8.1,Closed,SOC Analyst,Asia
INC13351,2025-06-04,IoT Device,Malware,Medium,,Open,SOC Analyst,South America
INC13352,2024-10-11,Firewall,Man-in-the-Middle,Critical,,Open,External Auditor,South America
INC13353,2025-06-18,Workstation,Privilege Escalation,High,,Open,Security Manager,Europe
INC13354,2025-03-16,VPN Gateway,Zero-Day,High,,Closed,Security Manager,North America
INC13355,2024-08-23,Firewall,DDoS,Medium,,Open,Security Manager,Asia
INC13356,2025-04-09,Application Server,Zero-Day,Medium,58.1,Closed,Security Manager,Asia
INC13357,2024-07-16,Email Server,Insider Threat,Medium,32.6,Closed,External Auditor,Oceania
INC13358,2024-10-07,IoT Device,Zero-Day,Medium,11.6,Closed,End User,Europe
INC13359,2025-04-28,VPN Gateway,Malware,High,44.3,Closed,SOC Analyst,South America
INC13360,2024-09-22,Workstation,Privilege Escalation,Medium,25.3,Closed,External Auditor,Europe
INC13361,2024-12-07,Firewall,SQL Injection,High,22.6,Closed,End User,Africa
INC13362,2025-05-28,Application Server,Ransomware,Medium,,Open,End User,Africa
INC13363,2024-08-11,Web Server,SQL Injection,High,25.5,Closed,SOC Analyst,North America
INC13364,2024-06-20,Workstation,Malware,High,,Open,External Auditor,Africa
INC13365,2024-09-18,VPN Gateway,DDoS,Medium,49.8,Closed,End User,Africa
INC13366,2025-01-12,VPN Gateway,Malware,Medium,,Open,IT Admin,South America
INC13367,2024-06-29,Cloud Storage,Insider Threat,Medium,28.2,Closed,External Auditor,Africa
INC13368,2025-05-13,User Device,Ransomware,Low,52.2,Closed,IT Admin,Africa
INC13369,2025-02-01,VPN Gateway,Ransomware,High,56.2,Closed,IT Admin,Oceania
INC13370,2025-01-01,Workstation,Privilege Escalation,High,5.2,Closed,End User,North America
INC13371,2025-01-19,IoT Device,Zero-Day,Low,,Open,SOC Analyst,Europe
INC13372,2024-09-19,Cloud Storage,Zero-Day,High,,Open,SOC Analyst,South America
INC13373,2025-02-16,Database,Privilege Escalation,High,38.6,Closed,SOC Analyst,Asia
INC13374,2024-10-18,User Device,Man-in-the-Middle,Medium,,Closed,End User,Asia
INC13375,2024-12-03,Cloud Storage,Malware,Medium,39.8,Closed,IT Admin,Asia
INC13376,2025-05-24,User Device,DDoS,Medium,48.9,Closed,IT Admin,South America
INC13377,2024-07-27,Workstation,Phishing,Medium,36.9,Closed,SOC Analyst,Africa
INC13378,2024-09-22,VPN Gateway,Phishing,Low,,Open,SOC Analyst,Oceania
INC13379,2024-11-22,Web Server,Zero-Day,Low,68.6,Closed,IT Admin,South America
INC13380,2024-06-27,Application Server,Man-in-the-Middle,Medium,,Open,IT Admin,Europe
INC13381,2025-06-13,Application Server,Phishing,High,,Open,SOC Analyst,Africa
INC13382,2024-07-13,Workstation,Ransomware,Medium,43.8,Closed,SOC Analyst,South America
INC13383,2024-12-28,Workstation,Password Attack,Medium,49.8,Closed,IT Admin,Europe
INC13384,2025-03-02,Cloud Storage,Phishing,Medium,55.7,Closed,External Auditor,Asia
INC13385,2025-03-12,Workstation,Zero-Day,High,,Closed,Security Manager,Africa
INC13386,2024-07-01,Firewall,DDoS,High,62.5,Closed,IT Admin,Africa
INC13387,2024-06-24,IoT Device,Password Attack,Medium,29.7,Closed,Security Manager,Oceania
INC13388,2025-05-31,User Device,Man-in-the-Middle,Medium,20.8,Closed,SOC Analyst,Africa
INC13389,2024-09-30,Email Server,Insider Threat,Medium,,Open,SOC Analyst,Oceania
INC13390,2024-08-21,Workstation,Malware,High,28.0,Closed,End User,South America
INC13391,2025-04-08,Workstation,Insider Threat,High,,Open,IT Admin,Asia
INC13392,2024-12-27,User Device,SQL Injection,Medium,43.1,Closed,End User,Europe
INC13393,2025-05-28,User Device,Privilege Escalation,Medium,,Open,Security Manager,South America
INC13394,2024-11-15,Workstation,Zero-Day,Medium,,Open,End User,Oceania
INC13395,2024-10-19,Database,Privilege Escalation,Medium,10.2,Closed,SOC Analyst,South America
INC13396,2024-08-17,Application Server,Zero-Day,High,,Open,IT Admin,North America
INC13397,2024-10-04,Web Server,DDoS,Medium,,Open,External Auditor,Asia
INC13398,2025-03-29,VPN Gateway,DDoS,Low,23.7,Closed,SOC Analyst,South America
INC13399,2024-09-03,Application Server,Ransomware,High,65.2,Closed,SOC Analyst,South America
INC13400,2025-05-08,VPN Gateway,Malware,Medium,40.8,Closed,IT Admin,Europe
INC13401,2025-05-10,Firewall,Malware,Low,,Open,SOC Analyst,Europe
INC13402,2025-04-15,User Device,Phishing,Low,,Closed,SOC Analyst,Africa
INC13403,2024-12-29,IoT Device,SQL Injection,Medium,,Open,Security Manager,Asia
INC13404,2024-08-05,Application Server,Phishing,High,,Open,Security Manager,North America
INC13405,2024-12-12,VPN Gateway,Zero-Day,Low,,Open,SOC Analyst,Asia
INC13406,2025-05-19,Email Server,DDoS,Low,26.4,Closed,IT Admin,Oceania
INC13407,2025-06-16,IoT Device,SQL Injection,Medium,,Open,Security Manager,North America
INC13408,2024-09-06,Web Server,DDoS,Medium,12.4,Closed,IT Admin,Africa
INC13409,2024-10-05,User Device,SQL Injection,Medium,34.9,Closed,IT Admin,North America
INC13410,2025-05-12,User Device,Ransomware,Medium,,Open,External Auditor,Oceania
INC13411,2024-12-25,Database,Zero-Day,Critical,18.9,Closed,External Auditor,Oceania
INC13412,2024-10-16,Email Server,Phishing,Low,51.5,Closed,Security Manager,Africa
INC13413,2025-04-29,User Device,DDoS,Medium,,Open,End User,North America
INC13414,2025-04-15,IoT Device,DDoS,Critical,69.5,Closed,External Auditor,Africa
INC13415,2024-07-23,Firewall,DDoS,Low,,Closed,End User,Oceania
INC13416,2024-07-23,Workstation,Password Attack,High,,Open,External Auditor,Oceania
INC13417,2024-11-14,Firewall,Malware,Medium,68.6,Closed,Security Manager,North America
INC13418,2025-01-28,Database,Malware,High,31.3,Closed,Security Manager,Africa
INC13419,2024-12-27,Application Server,Ransomware,High,55.8,Closed,External Auditor,North America
INC13420,2024-06-30,Database,DDoS,Medium,60.2,Closed,End User,Oceania
INC13421,2024-09-24,User Device,Phishing,Low,39.7,Closed,External Auditor,Africa
INC13422,2024-08-03,Web Server,Zero-Day,Low,,Closed,Security Manager,South America
INC13423,2025-02-18,Web Server,Privilege Escalation,Low,18.6,Closed,IT Admin,Europe
INC13424,2025-03-18,User Device,DDoS,High,,Open,SOC Analyst,Europe
INC13425,2025-04-19,Application Server,DDoS,High,50.0,Closed,External Auditor,Asia
INC13426,2025-04-17,VPN Gateway,Malware,High,,Open,IT Admin,Asia
INC13427,2024-11-01,Database,Zero-Day,High,8.5,Closed,End User,North America
INC13428,2024-11-26,Workstation,Malware,Medium,33.8,Closed,Security Manager,Europe
INC13429,2025-04-13,Web Server,Ransomware,Medium,63.9,Closed,SOC Analyst,Asia
INC13430,2024-08-26,User Device,Zero-Day,Medium,,Open,IT Admin,South America
INC13431,2024-09-20,Workstation,SQL Injection,High,,Open,Security Manager,Oceania
INC13432,2024-10-23,Cloud Storage,Ransomware,Critical,,Closed,End User,North America
INC13433,2024-06-24,Firewall,Malware,Medium,,Open,External Auditor,Africa
INC13434,2025-03-03,Email Server,DDoS,Critical,43.0,Closed,Security Manager,Oceania
INC13435,2024-09-18,Web Server,Phishing,Critical,,Closed,SOC Analyst,South America
INC13436,2024-11-06,Database,Password Attack,Low,48.1,Closed,IT Admin,South America
INC13437,2024-09-19,Application Server,Insider Threat,Medium,48.5,Closed,SOC Analyst,North America
INC13438,2024-08-26,IoT Device,Privilege Escalation,Critical,16.4,Closed,External Auditor,Oceania
INC13439,2025-03-15,IoT Device,Phishing,High,27.2,Closed,End User,South America
INC13440,2025-03-02,Email Server,Insider Threat,Low,15.9,Closed,End User,South America
INC13441,2025-04-02,Application Server,Privilege Escalation,Medium,11.1,Closed,IT Admin,South America
INC13442,2025-06-06,IoT Device,Malware,Medium,23.8,Closed,External Auditor,Africa
INC13443,2025-02-10,Application Server,Man-in-the-Middle,Low,8.5,Closed,Security Manager,North America
INC13444,2025-01-22,IoT Device,Insider Threat,High,,Open,SOC Analyst,Africa
INC13445,2025-04-24,Firewall,Ransomware,Critical,,Closed,Security Manager,South America
INC13446,2025-03-23,Cloud Storage,DDoS,High,,Open,End User,North America
INC13447,2025-01-18,Application Server,Ransomware,Medium,51.3,Closed,IT Admin,Oceania
INC13448,2024-09-20,Email Server,SQL Injection,Low,28.0,Closed,External Auditor,North America
INC13449,2025-04-08,Application Server,Zero-Day,Medium,,Open,External Auditor,Asia
INC13450,2024-09-29,IoT Device,Ransomware,Medium,35.4,Closed,End User,North America
INC13451,2025-06-04,User Device,Privilege Escalation,Medium,,Open,Security Manager,Europe
INC13452,2024-09-12,User Device,Password Attack,Medium,65.3,Closed,External Auditor,Africa
INC13453,2024-12-12,Application Server,Ransomware,High,61.5,Closed,End User,Europe
